linkage positions,3 Letter Code,Enantiomer L/D,Short Name,Ring f/p,anomer a/b,,Helper Column don't save me,,,,,,Notes
"8,4",JmP,L,Pse,p,a,,,,,,,,
8,8mP,L,Pse,p,a,,,,,,,,
4,4mP,L,Pse,p,a,,,,,,,,
2,2mP,L,Pse,p,a,,,,,,,,
0,0mP,L,Pse,p,a,,,,,,,,
"7,6,2,3,4",014,D,DDManHep,p,b,,14,,,,,,
"7,6,2,3",015,D,DDManHep,p,b,,15,,,,,,
"7,6,2,4",016,D,DDManHep,p,b,,16,,,,,,
"7,6,2",017,D,DDManHep,p,b,,17,,,,,,
"7,6,3,4",018,D,DDManHep,p,b,,18,,,,,,
"7,6,3",019,D,DDManHep,p,b,,19,,,,,,
"7,6,4",020,D,DDManHep,p,b,,20,,,,,,
"7,6",021,D,DDManHep,p,b,,21,,,,,,
"7,2,3,4",022,D,DDManHep,p,b,,22,,,,,,
"7,2,3",023,D,DDManHep,p,b,,23,,,,,,
"7,2,4",024,D,DDManHep,p,b,,24,,,,,,
"7,2",025,D,DDManHep,p,b,,25,,,,,,
"7,3,4",026,D,DDManHep,p,b,,26,,,,,,
"7,3",027,D,DDManHep,p,b,,27,,,,,,
"7,4",KDh,D,DDManHep,p,b,,,,,,,,
7,7Dh,D,DDManHep,p,b,,,,,,,,
"6,2,3,4",PDh,D,DDManHep,p,b,,,,,,,,
"6,2,3",SDh,D,DDManHep,p,b,,,,,,,,
"6,2,4",RDh,D,DDManHep,p,b,,,,,,,,
"6,2",XDh,D,DDManHep,p,b,,,,,,,,
"6,3,4",QDh,D,DDManHep,p,b,,,,,,,,
"6,3",VDh,D,DDManHep,p,b,,,,,,,,
"6,4",UDh,D,DDManHep,p,b,,,,,,,,
6,6Dh,D,DDManHep,p,b,,,,,,,,
"2,3,4",TDh,D,DDManHep,p,b,,,,,,,,
"2,3",ZDh,D,DDManHep,p,b,,,,,,,,
"2,4",YDh,D,DDManHep,p,b,,,,,,,,
2,2Dh,D,DDManHep,p,b,,,,,,,,
"3,4",WDh,D,DDManHep,p,b,,,,,,,,
3,3Dh,D,DDManHep,p,b,,,,,,,,
4,4Dh,D,DDManHep,p,b,,,,,,,,
1,1Dh,D,DDManHep,p,b,,,,,,,,
0,0Dh,D,DDManHep,p,b,,,,,,,,
"8,7,3,4,5",028,D,KO,p,a,,28,,,,,,
"8,7,3,4",029,D,KO,p,a,,29,,,,,,
"8,7,3,5",030,D,KO,p,a,,30,,,,,,
"8,7,3",031,D,KO,p,a,,31,,,,,,
"8,7,4,5",dKX,D,KO,p,a,,,,,,,,
"8,7,4",EKX,D,KO,p,a,,,,,,,,
"8,7,5",hKX,D,KO,p,a,,,,,,,,
"8,7",HKX,D,KO,p,a,,,,,,,,
"8,3,4,5",032,D,KO,p,a,,32,,,,,,
"8,3,4",033,D,KO,p,a,,33,,,,,,
"8,3,5",034,D,KO,p,a,,34,,,,,,
"8,3",035,D,KO,p,a,,35,,,,,,
"8,4,5",jKX,D,KO,p,a,,,,,,,,
"8,4",JKX,D,KO,p,a,,,,,,,,
"8,5",pKX,D,KO,p,a,,,,,,,,
8,8KX,D,KO,p,a,,,,,,,,
"7,3,4,5",036,D,KO,p,a,,36,,,,,,
"7,3,4",037,D,KO,p,a,,37,,,,,,
"7,3,5",038,D,KO,p,a,,38,,,,,,
"7,3",039,D,KO,p,a,,39,,,,,,
"7,4,5",kKX,D,KO,p,a,,,,,,,,
"7,4",KKX,D,KO,p,a,,,,,,,,
"7,5",qKX,D,KO,p,a,,,,,,,,
7,7KX,D,KO,p,a,,,,,,,,
"3,4,5",xKX,D,KO,p,a,,,,,,,,
"3,4",WKX,D,KO,p,a,,,,,,,,
"3,5",tKX,D,KO,p,a,,,,,,,,
3,3KX,D,KO,p,a,,,,,,,,
"4,5",sKX,D,KO,p,a,,,,,,,,
4,4KX,D,KO,p,a,,,,,,,,
5,5KX,D,KO,p,a,,,,,,,,
2,2KX,D,KO,p,a,,,,,,,,
0,0KX,D,KO,p,a,,,,,,,,
"7,6,2,3,4",040,D,LDManHep,p,a,,40,,,,,,
"7,6,2,3",041,D,LDManHep,p,a,,41,,,,,,
"7,6,2,4",042,D,LDManHep,p,a,,42,,,,,,
"7,6,2",043,D,LDManHep,p,a,,43,,,,,,
"7,6,3,4",044,D,LDManHep,p,a,,44,,,,,,
"7,6,3",045,D,LDManHep,p,a,,45,,,,,,
"7,6,4",046,D,LDManHep,p,a,,46,,,,,,
"7,6",047,D,LDManHep,p,a,,47,,,,,,
"7,2,3,4",048,D,LDManHep,p,a,,48,,,,,,
"7,2,3",049,D,LDManHep,p,a,,49,,,,,,
"7,2,4",050,D,LDManHep,p,a,,50,,,,,,
"7,2",051,D,LDManHep,p,a,,51,,,,,,
"7,3,4",052,D,LDManHep,p,a,,52,,,,,,
"7,3",053,D,LDManHep,p,a,,53,,,,,,
"7,4",KLH,D,LDManHep,p,a,,,,,,,,
7,7LH,D,LDManHep,p,a,,,,,,,,
"6,2,3,4",PLH,D,LDManHep,p,a,,,,,,,,
"6,2,3",SLH,D,LDManHep,p,a,,,,,,,,
"6,2,4",RLH,D,LDManHep,p,a,,,,,,,,
"6,2",XLH,D,LDManHep,p,a,,,,,,,,
"6,3,4",QLH,D,LDManHep,p,a,,,,,,,,
"6,3",VLH,D,LDManHep,p,a,,,,,,,,
"6,4",ULH,D,LDManHep,p,a,,,,,,,,
6,6LH,D,LDManHep,p,a,,,,,,,,
"2,3,4",TLH,D,LDManHep,p,a,,,,,,,,
"2,3",ZLH,D,LDManHep,p,a,,,,,,,,
"2,4",YLH,D,LDManHep,p,a,,,,,,,,
2,2LH,D,LDManHep,p,a,,,,,,,,
"3,4",WLH,D,LDManHep,p,a,,,,,,,,
3,3LH,D,LDManHep,p,a,,,,,,,,
4,4LH,D,LDManHep,p,a,,,,,,,,
1,1LH,D,LDManHep,p,a,,,,,,,,
0,0LH,D,LDManHep,p,a,,,,,,,,
"8,4",Jmp,L,Pse,p,b,,,,,,,,
8,8mp,L,Pse,p,b,,,,,,,,
4,4mp,L,Pse,p,b,,,,,,,,
2,2mp,L,Pse,p,b,,,,,,,,
0,0mp,L,Pse,p,b,,,,,,,,
"8,4",JeC,L,Aci,p,a,,,,,,,,
8,8eC,L,Aci,p,a,,,,,,,,
4,4eC,L,Aci,p,a,,,,,,,,
2,2eC,L,Aci,p,a,,,,,,,,
0,0eC,L,Aci,p,a,,,,,,,,
"6,5,2,3",eLD,D,Gal,f,a,,,,,,,,
"6,5,2",mLD,D,Gal,f,a,,,,,,,,
"6,5,3",lLD,D,Gal,f,a,,,,,,,,
"6,5",rLD,D,Gal,f,a,,,,,,,,
"6,2,3",SLD,D,Gal,f,a,,,,,,,,
"6,2",XLD,D,Gal,f,a,,,,,,,,
"6,3",VLD,D,Gal,f,a,,,,,,,,
6,6LD,D,Gal,f,a,,,,,,,,
"5,2,3",nLD,D,Gal,f,a,,,,,,,,
"5,2",uLD,D,Gal,f,a,,,,,,,,
"5,3",tLD,D,Gal,f,a,,,,,,,,
5,5LD,D,Gal,f,a,,,,,,,,
"2,3",ZLD,D,Gal,f,a,,,,,,,,
2,2LD,D,Gal,f,a,,,,,,,,
3,3LD,D,Gal,f,a,,,,,,,,
1,1LD,D,Gal,f,a,,,,,,,,
0,0LD,D,Gal,f,a,,,,,,,,
"6,5,2,3",eLD,D,Gal,f,a,,,,,,,,
"6,5,2",mLD,D,Gal,f,a,,,,,,,,
"6,5,3",lLD,D,Gal,f,a,,,,,,,,
"6,5",rLD,D,Gal,f,a,,,,,,,,
"6,2,3",SLD,D,Gal,f,a,,,,,,,,
"6,2",XLD,D,Gal,f,a,,,,,,,,
"6,3",VLD,D,Gal,f,a,,,,,,,,
6,6LD,D,Gal,f,a,,,,,,,,
"5,2,3",nLD,D,Gal,f,a,,,,,,,,
"5,2",uLD,D,Gal,f,a,,,,,,,,
"5,3",tLD,D,Gal,f,a,,,,,,,,
5,5LD,D,Gal,f,a,,,,,,,,
"2,3",ZLD,D,Gal,f,a,,,,,,,,
2,2LD,D,Gal,f,a,,,,,,,,
3,3LD,D,Gal,f,a,,,,,,,,
1,1LD,D,Gal,f,a,,,,,,,,
0,0LD,D,Gal,f,a,,,,,,,,
"7,6,2,3,4",054,D,LDManHep,p,b,,54,,,,,,
"7,6,2,3",055,D,LDManHep,p,b,,55,,,,,,
"7,6,2,4",056,D,LDManHep,p,b,,56,,,,,,
"7,6,2",057,D,LDManHep,p,b,,57,,,,,,
"7,6,3,4",058,D,LDManHep,p,b,,58,,,,,,
"7,6,3",059,D,LDManHep,p,b,,59,,,,,,
"7,6,4",060,D,LDManHep,p,b,,60,,,,,,
"7,6",061,D,LDManHep,p,b,,61,,,,,,
"7,2,3,4",062,D,LDManHep,p,b,,62,,,,,,
"7,2,3",063,D,LDManHep,p,b,,63,,,,,,
"7,2,4",064,D,LDManHep,p,b,,64,,,,,,
"7,2",065,D,LDManHep,p,b,,65,,,,,,
"7,3,4",066,D,LDManHep,p,b,,66,,,,,,
"7,3",067,D,LDManHep,p,b,,67,,,,,,
"7,4",KLh,D,LDManHep,p,b,,,,,,,,
7,7Lh,D,LDManHep,p,b,,,,,,,,
"6,2,3,4",PLh,D,LDManHep,p,b,,,,,,,,
"6,2,3",SLh,D,LDManHep,p,b,,,,,,,,
"6,2,4",RLh,D,LDManHep,p,b,,,,,,,,
"6,2",XLh,D,LDManHep,p,b,,,,,,,,
"6,3,4",QLh,D,LDManHep,p,b,,,,,,,,
"6,3",VLh,D,LDManHep,p,b,,,,,,,,
"6,4",ULh,D,LDManHep,p,b,,,,,,,,
6,6Lh,D,LDManHep,p,b,,,,,,,,
"2,3,4",TLh,D,LDManHep,p,b,,,,,,,,
"2,3",ZLh,D,LDManHep,p,b,,,,,,,,
"2,4",YLh,D,LDManHep,p,b,,,,,,,,
2,2Lh,D,LDManHep,p,b,,,,,,,,
"3,4",WLh,D,LDManHep,p,b,,,,,,,,
3,3Lh,D,LDManHep,p,b,,,,,,,,
4,4Lh,D,LDManHep,p,b,,,,,,,,
1,1Lh,D,LDManHep,p,b,,,,,,,,
0,0Lh,D,LDManHep,p,b,,,,,,,,
"4,6",UMR,D,MurNAc,p,a,,,,,,,,
4,4MR,D,MurNAc,p,a,,,,,,,,
6,6MR,D,MurNAc,p,a,,,,,,,,
1,1MR,D,MurNAc,p,a,,,,,,,,
0,0MR,D,MurNAc,p,a,,,,,,,,
